City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
696,Lincoln,US,40.8,-96.667,64.17,57,20,10.36,few clouds
697,Emba,KZ,48.8264,58.1442,56.46,23,92,12.41,overcast clouds
698,Dergachi,RU,51.2328,48.7659,65.59,63,100,3.71,overcast clouds
699,Deputatskiy,RU,69.3,139.9,6.91,96,91,4.29,overcast clouds
700,Kungurtug,RU,50.5994,97.5228,19.45,59,100,4.59,overcast clouds
701,Turiacu,BR,-1.6633,-45.3717,88.95,54,66,9.51,broken clouds
702,Belousovka,KZ,50.1339,82.5239,32.85,69,8,11.18,clear sky
703,Macas,EC,-2.3167,-78.1167,69.55,83,75,1.14,fog
704,Mehamn,NO,71.0357,27.8492,42.31,76,96,4.43,overcast clouds
705,Pogranichnyy,RU,44.4064,131.3769,52.29,89,51,3.15,broken clouds
706,Baykit,RU,61.67,96.37,29.75,81,100,3.2,overcast clouds
707,Tommot,RU,58.9564,126.2925,32.07,94,100,8.21,snow
708,Bani,DO,18.2833,-70.3333,80.04,66,93,4.97,overcast clouds
709,Seddon,AU,-37.8068,144.8916,51.75,85,0,4.61,clear sky
710,Zhezkazgan,KZ,47.8043,67.7144,37.38,28,0,11.18,clear sky
711,Kyaikkami,MM,16.08,97.5675,79.5,87,100,10.25,light rain
712,Mastic Beach,US,40.7668,-72.8521,55.6,96,100,12.66,moderate rain
713,Anadyr,RU,64.75,177.4833,30.7,92,20,8.95,few clouds
714,Beyneu,KZ,45.3167,55.2,70.02,29,47,11.72,scattered clouds
715,Kampong Thum,KH,12.7111,104.8887,76.87,94,100,6.91,overcast clouds
